date,participant_id,resting_heart_rate,daily_steps,hours_sleep
2016-04-12 00:50:00+00:00,5528405368,63.27,0.141666674,1
2016-04-12 00:51:00+00:00,5528405368,64.452083,0.141666674,1
2016-04-12 00:52:00+00:00,5528405368,64.739584,0.141666674,1
2016-04-12 00:53:00+00:00,6181126228,63.8,0.113333339,0.8
2016-04-12 00:54:00+00:00,5528405368,63.1134625,0.141666674,1
2016-04-12 00:55:00+00:00,5528405368,63.631182,0.141666674,1
2016-04-12 00:56:00+00:00,5528405368,63.828333,0.141666674,1
2016-04-12 00:57:00+00:00,5528405368,65.326667,0.141666674,1
2016-04-12 00:58:00+00:00,5528405368,66.830434,0.141666674,1
2016-04-12 00:59:00+00:00,5528405368,64.436956,0.141666674,1
2016-04-12 01:00:00+00:00,5528405368,63.6083335,0,1
2016-04-12 01:01:00+00:00,5528405368,61.438334,0,1
2016-04-12 01:02:00+00:00,5528405368,61.688333,0,1
2016-04-12 01:03:00+00:00,5528405368,61.5184775,0,1
2016-04-12 01:04:00+00:00,5528405368,62.879024,0,1
2016-04-12 01:05:00+00:00,5528405368,61.926667,0,1
2016-04-12 01:06:00+00:00,5528405368,60.9857145,0,1
2016-04-12 01:07:00+00:00,5528405368,60.52857175,0,1
2016-04-12 01:08:00+00:00,5528405368,59.211364,0,1
2016-04-12 01:09:00+00:00,5528405368,60.2456905,0,1
2016-04-12 01:10:00+00:00,5528405368,60.1898145,0,1
2016-04-12 01:11:00+00:00,5528405368,61.103126,0,1
2016-04-12 01:12:00+00:00,6181126228,62.4279704,0,0.8
2016-04-12 01:13:00+00:00,5528405368,61.2701145,0,1
2016-04-12 01:14:00+00:00,5528405368,59.7946425,0,1
2016-04-12 01:15:00+00:00,5528405368,59.80416775,0,1
2016-04-12 01:16:00+00:00,5528405368,60.686667,0,1.25
2016-04-12 01:17:00+00:00,5528405368,59.841667,0,1
2016-04-12 01:18:00+00:00,5528405368,60.1244255,0,1
2016-04-12 01:19:00+00:00,5528405368,61.681034,0,1
2016-04-12 01:20:00+00:00,5528405368,61.016666,0,1
2016-04-12 01:21:00+00:00,5528405368,61.7802625,0,1
2016-04-12 01:22:00+00:00,5528405368,63.209408,0,1
2016-04-12 01:23:00+00:00,5528405368,61.6796875,0,1
2016-04-12 01:24:00+00:00,5528405368,61.5446425,0,1.25
2016-04-12 01:25:00+00:00,5528405368,62.036112,0,1
2016-04-12 01:26:00+00:00,5528405368,61.866668,0,1
2016-04-12 01:27:00+00:00,5528405368,62.381035,0,1
2016-04-12 01:28:00+00:00,5528405368,61.914516,0,1
2016-04-12 01:29:00+00:00,5528405368,58.6965525,0,1
2016-04-12 01:30:00+00:00,5528405368,61.19743625,0,1
2016-04-12 01:31:00+00:00,5528405368,62.2789855,0,1
2016-04-12 01:32:00+00:00,5528405368,62.0568185,0,1
2016-04-12 01:33:00+00:00,5528405368,60.5491365,0,1
2016-04-12 01:34:00+00:00,5528405368,60.52016,0,1
2016-04-12 01:35:00+00:00,5528405368,60.666667,0,1
2016-04-12 01:36:00+00:00,5528405368,61.441667,0,1
2016-04-12 01:37:00+00:00,5528405368,63.179901,0,1
2016-04-12 01:38:00+00:00,5528405368,60.6249995,0,1
2016-04-12 01:39:00+00:00,5528405368,61.12023725,0,1
2016-04-12 01:40:00+00:00,5528405368,60.15178575,0,1
2016-04-12 01:41:00+00:00,5528405368,61.7178575,0,1
2016-04-12 01:42:00+00:00,5528405368,60,0,1
2016-04-12 01:43:00+00:00,5528405368,60.1680115,0,1
2016-04-12 01:44:00+00:00,5528405368,59.995833,0,1
2016-04-12 01:45:00+00:00,5528405368,60.2926475,0,1
2016-04-12 01:46:00+00:00,5528405368,61.004309,0,1
2016-04-12 01:47:00+00:00,5528405368,60.66388825,0,1
2016-04-12 01:48:00+00:00,5528405368,60.8560605,0,1
2016-04-12 01:49:00+00:00,5528405368,62.503593,0,1
2016-04-12 01:50:00+00:00,5528405368,60.2375,0,1
2016-04-12 01:51:00+00:00,5528405368,60.86389,0,1
2016-04-12 01:52:00+00:00,5528405368,61.5178585,0,1
2016-04-12 01:53:00+00:00,5528405368,60.949622,0,1
2016-04-12 01:54:00+00:00,5528405368,60.04375,0,1
2016-04-12 01:55:00+00:00,5528405368,60.681251,0,1
2016-04-12 01:56:00+00:00,5528405368,61.4423075,0,1
2016-04-12 01:57:00+00:00,5528405368,59.93425925,0,1
2016-04-12 01:58:00+00:00,5528405368,59.84,0,1
2016-04-12 01:59:00+00:00,5528405368,59.964583,0,1
2016-04-12 02:00:00+00:00,5528405368,59.71474275,0,1
2016-04-12 02:01:00+00:00,5528405368,59.525,0,1
2016-04-12 02:02:00+00:00,5528405368,59.2725,0,1
2016-04-12 02:03:00+00:00,5528405368,59.633333,0,1
2016-04-12 02:04:00+00:00,5528405368,59.444927,0,1
2016-04-12 02:05:00+00:00,5528405368,59.513587,0,1
2016-04-12 02:06:00+00:00,5528405368,59.925,0,1
2016-04-12 02:07:00+00:00,5528405368,60.86535325,0,1
2016-04-12 02:08:00+00:00,5528405368,60.1826925,0,1.25
2016-04-12 02:09:00+00:00,5528405368,59.793478,0,1.25
2016-04-12 02:10:00+00:00,5528405368,59.231666,0,1
2016-04-12 02:11:00+00:00,5528405368,60.191848,0,1
2016-04-12 02:12:00+00:00,6181126228,62.51,0.023333334,1
2016-04-12 02:13:00+00:00,6181126228,62.647577,0.023333334,1
2016-04-12 02:14:00+00:00,5528405368,61.666667,0,1
2016-04-12 02:15:00+00:00,5528405368,60.1875,0,1
2016-04-12 02:16:00+00:00,6181126228,69.7183336,0.023333334,1.2
2016-04-12 02:17:00+00:00,6181126228,73.5566664,0.023333334,1.2
2016-04-12 02:18:00+00:00,6181126228,64.7433336,0.023333334,1.2
2016-04-12 02:19:00+00:00,6181126228,62.72,0.023333334,1.4
2016-04-12 02:20:00+00:00,6181126228,62.817576,0.023333334,1.4
2016-04-12 02:21:00+00:00,6181126228,63.6842424,0.023333334,1.6
2016-04-12 02:22:00+00:00,6181126228,61.963768,0.023333334,1.4
2016-04-12 02:23:00+00:00,6181126228,59.9011104,0.023333334,1.2
2016-04-12 02:24:00+00:00,6181126228,59.3866672,0.023333334,1.2
2016-04-12 02:25:00+00:00,6181126228,59.694866,0.023333334,1.4
2016-04-12 02:26:00+00:00,6181126228,60.224848,0.023333334,1.4
2016-04-12 02:27:00+00:00,6181126228,60.1899992,0.023333334,1.2
2016-04-12 02:28:00+00:00,6181126228,60.2533336,0.023333334,1.2
2016-04-12 02:29:00+00:00,6181126228,60.463188,0.023333334,1.2
2016-04-12 02:30:00+00:00,6181126228,60.710908,0.023333334,1
2016-04-12 02:31:00+00:00,6181126228,60.0072464,0.023333334,1
2016-04-12 02:32:00+00:00,6181126228,60.1254552,0.023333334,1
2016-04-12 02:33:00+00:00,6181126228,60.0866664,0.023333334,1
2016-04-12 02:34:00+00:00,6181126228,59.5759424,0.023333334,1
2016-04-12 02:35:00+00:00,6181126228,59.6915936,0.023333334,1
2016-04-12 02:36:00+00:00,6181126228,60.0465216,0.023333334,1
2016-04-12 02:37:00+00:00,6181126228,60.01,0.023333334,1
2016-04-12 02:38:00+00:00,6181126228,60.12,0.023333334,1
2016-04-12 02:39:00+00:00,6181126228,60.34,0.023333334,1
2016-04-12 02:40:00+00:00,6181126228,60.52,0.023333334,1
2016-04-12 02:41:00+00:00,6181126228,60.3133336,0.023333334,1
2016-04-12 02:42:00+00:00,6181126228,60.44,0.023333334,1
2016-04-12 02:43:00+00:00,6181126228,61.49,0.023333334,1.2
2016-04-12 02:44:00+00:00,6181126228,60.5533336,0.023333334,1.2
2016-04-12 02:45:00+00:00,6181126228,61.0374036,0.023333334,1.2
2016-04-12 02:46:00+00:00,6181126228,61.0866664,0.023333334,1
2016-04-12 02:47:00+00:00,6181126228,60.525,0.023333334,1.2
2016-04-12 02:48:00+00:00,6181126228,60.0106672,0.023333334,1.2
2016-04-12 02:49:00+00:00,6181126228,59.7614816,0.023333334,1.2
2016-04-12 02:50:00+00:00,6181126228,60.325,0.023333334,1
2016-04-12 02:51:00+00:00,6181126228,60.5901448,0.023333334,1
2016-04-12 02:52:00+00:00,6181126228,60.9209524,0.023333334,1
2016-04-12 02:53:00+00:00,6181126228,61.5345456,0.023333334,1
2016-04-12 02:54:00+00:00,6181126228,60.4905748,0.023333334,1
2016-04-12 02:55:00+00:00,6181126228,59.0303704,0.023333334,1
2016-04-12 02:56:00+00:00,6181126228,60.518788,0.023333334,1
2016-04-12 02:57:00+00:00,6181126228,60.92,0.023333334,1.2
2016-04-12 02:58:00+00:00,6181126228,59.0347622,0.023333334,1
2016-04-12 02:59:00+00:00,6181126228,59.6570368,0.023333334,1
2016-04-12 03:00:00+00:00,6181126228,60.1047622,0,1
2016-04-12 03:01:00+00:00,6181126228,59.783063,0,1
2016-04-12 03:02:00+00:00,6181126228,60.2972544,0,1
2016-04-12 03:03:00+00:00,6181126228,60.6937932,0,1
2016-04-12 03:04:00+00:00,6181126228,59.658495,0,1
2016-04-12 03:05:00+00:00,6181126228,59.8558336,0,1
2016-04-12 03:06:00+00:00,6181126228,60.8704754,0,1
2016-04-12 03:07:00+00:00,6181126228,60.2804172,0,1
2016-04-12 03:08:00+00:00,6181126228,59.6323812,0,1
2016-04-12 03:09:00+00:00,6181126228,60.1638102,0,1
2016-04-12 03:10:00+00:00,6181126228,60.0793106,0,1
2016-04-12 03:11:00+00:00,6181126228,60.5485714,0,1.2
2016-04-12 03:12:00+00:00,6181126228,60.5454552,0,1
2016-04-12 03:13:00+00:00,6181126228,60.4020836,0,1
2016-04-12 03:14:00+00:00,6181126228,59.9718516,0,1
2016-04-12 03:15:00+00:00,6181126228,59.4637932,0,1
2016-04-12 03:16:00+00:00,6181126228,61.1670828,0,1
2016-04-12 03:17:00+00:00,6181126228,60.5882052,0,1
2016-04-12 03:18:00+00:00,6181126228,59.3839216,0,1
2016-04-12 03:19:00+00:00,6181126228,58.876842,0,1
2016-04-12 03:20:00+00:00,6181126228,59.488064,0,1
2016-04-12 03:21:00+00:00,6181126228,60.2909804,0,1
2016-04-12 03:22:00+00:00,6181126228,60.806376,0,1
2016-04-12 03:23:00+00:00,6181126228,59.37375,0,1
2016-04-12 03:24:00+00:00,6181126228,59.4296296,0,1
2016-04-12 03:25:00+00:00,6181126228,59.9685188,0,1.4
2016-04-12 03:26:00+00:00,6181126228,59.0066666,0,1.4
2016-04-12 03:27:00+00:00,6181126228,57.8210248,0,1.2
2016-04-12 03:28:00+00:00,6181126228,58.3647286,0,1
2016-04-12 03:29:00+00:00,6181126228,58.3084614,0,1
2016-04-12 03:30:00+00:00,6181126228,58.4047622,0,1
2016-04-12 03:31:00+00:00,6181126228,58.5533336,0,1
2016-04-12 03:32:00+00:00,6181126228,58.2933336,0,1
2016-04-12 03:33:00+00:00,6181126228,58.4083328,0,1
2016-04-12 03:34:00+00:00,6181126228,57.7833336,0,1
2016-04-12 03:35:00+00:00,6181126228,58.9593336,0,1
2016-04-12 03:36:00+00:00,6181126228,58.9533336,0,1
2016-04-12 03:37:00+00:00,6181126228,58.5414816,0,1
2016-04-12 03:38:00+00:00,6181126228,59.0316664,0,1.2
2016-04-12 03:39:00+00:00,6181126228,59.6633328,0,1
2016-04-12 03:40:00+00:00,6181126228,59.725714,0,1.2
2016-04-12 03:41:00+00:00,6181126228,60.0766664,0,1
2016-04-12 03:42:00+00:00,6181126228,60.8999992,0,1.2
2016-04-12 03:43:00+00:00,6181126228,60.6284844,0,1
2016-04-12 03:44:00+00:00,6181126228,59.75,0,1
2016-04-12 03:45:00+00:00,6181126228,58.7,0,1
2016-04-12 03:46:00+00:00,6181126228,58.88,0,1
2016-04-12 03:47:00+00:00,6181126228,58.9820296,0,1
2016-04-12 03:48:00+00:00,6181126228,57.9940738,0,1
2016-04-12 03:49:00+00:00,6181126228,58.4483336,0,1
2016-04-12 03:50:00+00:00,6181126228,58.012308,0,1
2016-04-12 03:51:00+00:00,6181126228,59.201905,0,1
2016-04-12 03:52:00+00:00,6181126228,59.0353624,0,1
2016-04-12 03:53:00+00:00,6181126228,59.5129632,0,1
2016-04-12 03:54:00+00:00,6181126228,59.2474076,0,1
2016-04-12 03:55:00+00:00,6181126228,59.3446664,0,1.2
2016-04-12 03:56:00+00:00,6181126228,60.9253336,0,1.2
2016-04-12 03:57:00+00:00,6181126228,59.6400008,0,1.2
2016-04-12 03:58:00+00:00,6181126228,60.328,0,1
2016-04-12 03:59:00+00:00,6181126228,59.252308,0,1.2
2016-04-12 04:00:00+00:00,6181126228,61.1,0.026666668,1.4
2016-04-12 04:01:00+00:00,6181126228,58.9266664,0.026666668,1
2016-04-12 04:02:00+00:00,6181126228,58.7577776,0.026666668,1.2
2016-04-12 04:03:00+00:00,6181126228,59.168,0.026666668,1.2
2016-04-12 04:04:00+00:00,6181126228,59.4610256,0.026666668,1.2
2016-04-12 04:05:00+00:00,6181126228,59.9542524,0.026666668,1
2016-04-12 04:06:00+00:00,6181126228,59.2525924,0.026666668,1
2016-04-12 04:07:00+00:00,6181126228,58.4595238,0.026666668,1
2016-04-12 04:08:00+00:00,6181126228,59.1247622,0.026666668,1
2016-04-12 04:09:00+00:00,6181126228,59.2615386,0.026666668,1
2016-04-12 04:10:00+00:00,6181126228,59.3814286,0.026666668,1
2016-04-12 04:11:00+00:00,6181126228,60.1501962,0.026666668,1.2
2016-04-12 04:12:00+00:00,6181126228,59.9733324,0.026666668,1.2
2016-04-12 04:13:00+00:00,6181126228,60.191208,0.026666668,1.4
2016-04-12 04:14:00+00:00,6181126228,57.9083328,0.026666668,1.2
2016-04-12 04:15:00+00:00,6181126228,57.3059254,0.026666668,1.2
2016-04-12 04:16:00+00:00,6181126228,59.3946664,0.026666668,1.2
2016-04-12 04:17:00+00:00,6181126228,58.292,0.026666668,1
2016-04-12 04:18:00+00:00,6181126228,58.5016664,0.026666668,1
2016-04-12 04:19:00+00:00,6181126228,59.41077,0.026666668,1
2016-04-12 04:20:00+00:00,6181126228,58.8373336,0.026666668,1
2016-04-12 04:21:00+00:00,6181126228,58.2166672,0.026666668,1
2016-04-12 04:22:00+00:00,6181126228,59.0405124,0.026666668,1
2016-04-12 04:23:00+00:00,6181126228,60.1346664,0.026666668,1
2016-04-12 04:24:00+00:00,6181126228,60.0333336,0.026666668,1
2016-04-12 04:25:00+00:00,6181126228,59.07,0.026666668,1
2016-04-12 04:26:00+00:00,6181126228,59.4244444,0.026666668,1
2016-04-12 04:27:00+00:00,6181126228,56.8866672,0.026666668,1
2016-04-12 04:28:00+00:00,6181126228,58.266296,0.026666668,1
2016-04-12 04:29:00+00:00,6181126228,58.6033336,0.026666668,1
2016-04-12 04:30:00+00:00,6181126228,56.7883336,0.026666668,1
2016-04-12 04:31:00+00:00,6181126228,56.19,0.026666668,1
2016-04-12 04:32:00+00:00,6181126228,57.5759424,0.026666668,1
2016-04-12 04:33:00+00:00,6181126228,59.3666672,0.026666668,1.2
2016-04-12 04:34:00+00:00,6181126228,57.225714,0.026666668,1.2
2016-04-12 04:35:00+00:00,6181126228,57.5747132,0.026666668,1
2016-04-12 04:36:00+00:00,6181126228,57.108205,0.026666668,1
2016-04-12 04:37:00+00:00,6181126228,56.89,0.026666668,1
2016-04-12 04:38:00+00:00,6181126228,57.546154,0.026666668,1
2016-04-12 04:39:00+00:00,6181126228,57.838788,0.026666668,1
2016-04-12 04:40:00+00:00,6181126228,58.1359992,0.026666668,1
2016-04-12 04:41:00+00:00,6181126228,58.2721216,0.026666668,1
2016-04-12 04:42:00+00:00,6181126228,58.164,0.026666668,1.2
2016-04-12 04:43:00+00:00,6181126228,57.3466664,0.026666668,1.2
2016-04-12 04:44:00+00:00,6181126228,57.7983336,0.026666668,1.2
2016-04-12 04:45:00+00:00,6181126228,57.3881152,0.026666668,1.2
2016-04-12 04:46:00+00:00,6181126228,56.8760908,0.026666668,1
2016-04-12 04:47:00+00:00,6181126228,57.5328574,0.026666668,1
2016-04-12 04:48:00+00:00,6181126228,57.369743,0.026666668,1
2016-04-12 04:49:00+00:00,6181126228,58.805,0.026666668,1
2016-04-12 04:50:00+00:00,6181126228,59.6343918,0.026666668,1
2016-04-12 04:51:00+00:00,6181126228,57.9583336,0.026666668,1
2016-04-12 04:52:00+00:00,6181126228,57.7957584,0.026666668,1
2016-04-12 04:53:00+00:00,6181126228,58.0666664,0.026666668,1.2
2016-04-12 04:54:00+00:00,6181126228,57.5771008,0.026666668,1.2
2016-04-12 04:55:00+00:00,6181126228,58.6910348,0.026666668,1
2016-04-12 04:56:00+00:00,6181126228,58.0366672,0.026666668,1
2016-04-12 04:57:00+00:00,6181126228,58.8169234,0.026666668,1
2016-04-12 04:58:00+00:00,6181126228,58.2416664,0.026666668,1
2016-04-12 04:59:00+00:00,6181126228,61.0890904,0.026666668,1
2016-04-12 05:00:00+00:00,6181126228,57.4716664,0,1
2016-04-12 05:01:00+00:00,6181126228,56.8053328,0,1
2016-04-12 05:02:00+00:00,6181126228,57.013768,0,1
2016-04-12 05:03:00+00:00,6181126228,57.8961924,0,1
2016-04-12 05:04:00+00:00,6181126228,58.4523812,0,1.2
2016-04-12 05:05:00+00:00,6181126228,56.092464,0,1.2
2016-04-12 05:06:00+00:00,6181126228,56.5748148,0,1
2016-04-12 05:07:00+00:00,6181126228,58.5533336,0,1
2016-04-12 05:08:00+00:00,6181126228,59.7674082,0,1
2016-04-12 05:09:00+00:00,6181126228,58.3738098,0,1
2016-04-12 05:10:00+00:00,6181126228,57.3162968,0,1.2
2016-04-12 05:11:00+00:00,6181126228,57.155714,0,1
2016-04-12 05:12:00+00:00,6181126228,57.6684614,0,1
2016-04-12 05:13:00+00:00,6181126228,56.3117948,0,1.2
2016-04-12 05:14:00+00:00,6181126228,57.7874074,0,1
2016-04-12 05:15:00+00:00,6181126228,58.9333336,0,1
2016-04-12 05:16:00+00:00,6181126228,59.96,0,1
2016-04-12 05:17:00+00:00,6181126228,58.2866672,0,1
2016-04-12 05:18:00+00:00,6181126228,58.2,0,1
2016-04-12 05:19:00+00:00,6181126228,58.5733336,0,1
2016-04-12 05:20:00+00:00,6721324622,56.275,0,1
2016-04-12 05:21:00+00:00,6721324622,56.941667,0,1
2016-04-12 05:22:00+00:00,6721324622,55.516667,0,1
2016-04-12 05:23:00+00:00,6721324622,56.0125,0,1.25
2016-04-12 05:24:00+00:00,6721324622,58.591667,0,1
2016-04-12 05:25:00+00:00,6721324622,59.133333,0,1
2016-04-12 05:26:00+00:00,6721324622,60.63125,0,1.25
2016-04-12 05:27:00+00:00,6721324622,63.605555,0,1.25
2016-04-12 05:28:00+00:00,7110447015,59.8,0,1.333333333
2016-04-12 05:29:00+00:00,7110447015,58.28333333,0,1.666666667
2016-04-12 05:30:00+00:00,7110447015,56.62222267,0,1.666666667
2016-04-12 05:31:00+00:00,6337918424,60.241667,0,1.5
2016-04-12 05:32:00+00:00,6337918424,56.622917,0,1.25
2016-04-12 05:33:00+00:00,6337918424,57.37179575,0,1.25
2016-04-12 05:34:00+00:00,6337918424,58.130849,0,1
2016-04-12 05:35:00+00:00,6337918424,58.708334,0,1
2016-04-12 05:36:00+00:00,6471883573,68.8333328,0,0.8
2016-04-12 05:37:00+00:00,6337918424,59.487878,0,1
2016-04-12 05:38:00+00:00,6337918424,60.24310325,0,1
2016-04-12 05:39:00+00:00,6337918424,59.227273,0,1
2016-04-12 05:40:00+00:00,6337918424,59.456251,0,1
2016-04-12 05:41:00+00:00,6337918424,59.6375,0,1.25
2016-04-12 05:42:00+00:00,6337918424,61.1071425,0,1.25
2016-04-12 05:43:00+00:00,6337918424,62.05,0,1
2016-04-12 05:44:00+00:00,6337918424,59.6,0,1
2016-04-12 05:45:00+00:00,6337918424,59.520834,0,1
2016-04-12 05:46:00+00:00,6337918424,59.125,0,1
2016-04-12 05:47:00+00:00,6337918424,58.425,0,1
2016-04-12 05:48:00+00:00,6337918424,58.55,0,1
2016-04-12 05:49:00+00:00,6337918424,59.166667,0,1
2016-04-12 05:50:00+00:00,6337918424,59.770833,0,1
2016-04-12 05:51:00+00:00,6337918424,59.766667,0,1
2016-04-12 05:52:00+00:00,6337918424,59.4925925,0,1
2016-04-12 05:53:00+00:00,6337918424,59.011667,0,1
2016-04-12 05:54:00+00:00,6337918424,58.821376,0,1
2016-04-12 05:55:00+00:00,6337918424,59.346667,0,1
2016-04-12 05:56:00+00:00,6337918424,60.270834,0,1
2016-04-12 05:57:00+00:00,6181126228,62.064,0,1.2
2016-04-12 05:58:00+00:00,6181126228,58.7769696,0,1
2016-04-12 05:59:00+00:00,6181126228,58.734,0,0.8
2016-04-12 06:00:00+00:00,6181126228,59.923226,0.8966666,0.8
2016-04-12 06:01:00+00:00,6181126228,61.742441,0.8966666,0.8
2016-04-12 06:02:00+00:00,6181126228,63.9211114,0.8966666,1.2
2016-04-12 06:03:00+00:00,6318895885,67.18595167,3.194444333,1.166666667
2016-04-12 06:04:00+00:00,6181126228,66.0495224,0.8966666,0.6
2016-04-12 06:05:00+00:00,6181126228,65.0131186,0.8966666,0.6
2016-04-12 06:06:00+00:00,6181126228,65.577777,0.8966666,0.6
2016-04-12 06:07:00+00:00,6181126228,65.4209,0.8966666,0.6
2016-04-12 06:08:00+00:00,6337918424,65.916035,0.0875,0.75
2016-04-12 06:09:00+00:00,6337918424,64.68333225,0.0875,0.75
2016-04-12 06:10:00+00:00,6337918424,64.27364825,0.0875,0.75
2016-04-12 06:11:00+00:00,6337918424,64.664285,0.0875,0.75
2016-04-12 06:12:00+00:00,6337918424,64.2673075,0.0875,0.75
2016-04-12 06:13:00+00:00,6181126228,65.74,0.8966666,0.6
2016-04-12 06:14:00+00:00,6337918424,64.6961905,0.0875,0.75
2016-04-12 06:15:00+00:00,6337918424,66.725568,0.0875,0.75
2016-04-12 06:16:00+00:00,6337918424,65.563636,0.0875,0.75
2016-04-12 06:17:00+00:00,6337918424,69.28889,0.0875,0.75
2016-04-12 06:18:00+00:00,6337918424,68.625,0.0875,0.5
2016-04-12 06:19:00+00:00,6337918424,64.877083,0.0875,0.5
2016-04-12 06:20:00+00:00,6337918424,65.97600925,0.0875,0.5
2016-04-12 06:21:00+00:00,6337918424,70.0637205,0.0875,0.5
2016-04-12 06:22:00+00:00,6337918424,76.4601445,0.0875,0.5
2016-04-12 06:23:00+00:00,6337918424,79.01,0.0875,0.5
2016-04-12 06:24:00+00:00,6337918424,79.146112,0.0875,0.5
2016-04-12 06:25:00+00:00,6337918424,78.996831,0.0875,0.5
2016-04-12 06:26:00+00:00,6471883573,83.418888,3.0066666,0.4
2016-04-12 06:27:00+00:00,6471883573,79.6414152,3.0066666,0.4
2016-04-12 06:28:00+00:00,6471883573,80.874603,3.0066666,0.4
2016-04-12 06:29:00+00:00,6471883573,82.695454,3.0066666,0.4
2016-04-12 06:30:00+00:00,6471883573,85.5059932,3.0066666,0.4
2016-04-12 06:31:00+00:00,6471883573,86.3913416,3.0066666,0.4
2016-04-12 06:32:00+00:00,6471883573,83.8266168,3.0066666,0.4
2016-04-12 06:33:00+00:00,6471883573,84.9213632,3.0066666,0.4
2016-04-12 06:34:00+00:00,6471883573,84.264549,3.0066666,0.4
2016-04-12 06:35:00+00:00,6471883573,81.6714288,3.0066666,0.4
2016-04-12 06:36:00+00:00,6471883573,80.6141028,3.0066666,0.4
2016-04-12 06:37:00+00:00,6318895885,80.73611133,3.194444333,0.333333333
2016-04-12 06:38:00+00:00,6318895885,80.51924567,3.194444333,0.333333333
2016-04-12 06:39:00+00:00,6318895885,80.582672,3.194444333,0.333333333
2016-04-12 06:40:00+00:00,6318895885,79.058433,3.194444333,0.333333333
2016-04-12 06:41:00+00:00,6318895885,78.00654767,3.194444333,0.333333333
2016-04-12 06:42:00+00:00,6318895885,75.76190333,3.194444333,0.333333333
2016-04-12 06:43:00+00:00,6318895885,76.00418433,3.194444333,0.333333333
2016-04-12 06:44:00+00:00,6067426462,80.60634914,3.097618957,0.285714286
2016-04-12 06:45:00+00:00,6067426462,81.88280743,3.097618957,0.285714286
2016-04-12 06:46:00+00:00,6067426462,81.465589,3.097618957,0.285714286
